0.000000e+0;2.487280e-21
1.000000e-4;2.487280e-21
1.200000e-4;2.920030e-21
1.400000e-4;3.344130e-21
1.600000e-4;3.760950e-21
1.900000e-4;4.374680e-21
2.200000e-4;4.976740e-21
2.600000e-4;5.764310e-21
3.100000e-4;6.728430e-21
3.700000e-4;7.860720e-21
4.400000e-4;9.153710e-21
5.200000e-4;1.060080e-20
6.200000e-4;1.237150e-20
7.400000e-4;1.445010e-20
8.800000e-4;1.682210e-20
1.000000e-3;1.881680e-20
1.200000e-3;2.207480e-20
1.400000e-3;2.526180e-20
1.600000e-3;2.838810e-20
1.900000e-3;3.297990e-20
2.200000e-3;3.747040e-20
2.600000e-3;4.332230e-20
3.100000e-3;5.044950e-20
3.700000e-3;5.876560e-20
4.400000e-3;6.818540e-20
5.200000e-3;7.862580e-20
6.200000e-3;9.124710e-20
7.400000e-3;1.058350e-19
8.800000e-3;1.221690e-19
1.000000e-2;1.356380e-19
1.200000e-2;1.570970e-19
1.400000e-2;1.774320e-19
1.600000e-2;1.967420e-19
1.900000e-2;2.239610e-19
2.200000e-2;2.492830e-19
2.600000e-2;2.804190e-19
3.100000e-2;3.156310e-19
3.700000e-2;3.532310e-19
4.400000e-2;3.917370e-19
5.200000e-2;4.299680e-19
6.200000e-2;4.708590e-19
7.400000e-2;5.121010e-19
8.800000e-2;5.520780e-19
1.000000e-1;5.810220e-19
1.200000e-1;6.210730e-19
1.400000e-1;6.534290e-19
1.600000e-1;6.800580e-19
1.900000e-1;7.120650e-19
2.200000e-1;7.370920e-19
2.600000e-1;7.628230e-19
3.100000e-1;7.865740e-19
3.700000e-1;8.070050e-19
4.400000e-1;8.237800e-19
5.200000e-1;8.371350e-19
6.200000e-1;8.484930e-19
7.400000e-1;8.574440e-19
8.800000e-1;8.641310e-19
1.000000e+0;8.679230e-19
1.200000e+0;8.719010e-19
1.400000e+0;8.741470e-19
1.600000e+0;8.753930e-19
1.900000e+0;8.761910e-19
2.200000e+0;8.762690e-19
2.600000e+0;8.757960e-19
3.100000e+0;8.747640e-19
3.700000e+0;8.732730e-19
4.400000e+0;8.714540e-19
5.200000e+0;8.694230e-19
6.200000e+0;8.670400e-19
7.400000e+0;8.644270e-19
8.800000e+0;8.616900e-19
1.000000e+1;8.595690e-19
1.200000e+1;8.564060e-19
1.400000e+1;8.536130e-19
1.600000e+1;8.511070e-19
1.900000e+1;8.477610e-19
2.200000e+1;8.447960e-19
2.600000e+1;8.412840e-19
3.100000e+1;8.374190e-19
3.700000e+1;8.333370e-19
4.400000e+1;8.291250e-19
5.200000e+1;8.248350e-19
6.200000e+1;8.200400e-19
7.400000e+1;8.148850e-19
8.800000e+1;8.094680e-19
1.000000e+2;8.052060e-19
1.200000e+2;7.986870e-19
1.400000e+2;7.927260e-19
1.600000e+2;7.871900e-19
1.900000e+2;7.795070e-19
2.200000e+2;7.724080e-19
2.600000e+2;7.636540e-19
3.100000e+2;7.536100e-19
3.700000e+2;7.425910e-19
4.400000e+2;7.308630e-19
5.200000e+2;7.186480e-19
6.200000e+2;7.048090e-19
7.400000e+2;6.898860e-19
8.800000e+2;6.743270e-19
1.000000e+3;6.622810e-19
1.200000e+3;6.443340e-19
1.400000e+3;6.285290e-19
1.600000e+3;6.144340e-19
1.900000e+3;5.958360e-19
2.100000e+3;5.848130e-19
2.600000e+3;5.609530e-19
3.100000e+3;5.411020e-19
3.700000e+3;5.210910e-19
4.400000e+3;5.015740e-19
5.200000e+3;4.829300e-19
6.200000e+3;4.635760e-19
7.400000e+3;4.444760e-19
8.800000e+3;4.261930e-19
1.000000e+4;4.130040e-19
